latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-22.76839,35.46823,353.75,0.53,0.5,2026-01-01,1153,SNPP,SNPP,n,2,294.77,13.72,D,0
-23.37349,35.44588,337.21,0.51,0.5,2026-01-01,1153,SNPP,SNPP,n,2,297.97,6.64,D,0
-22.77051,35.38757,337,0.52,0.5,2026-01-01,1153,SNPP,SNPP,n,2,295.7,3.17,D,0
-22.79185,35.49566,336.9,0.53,0.5,2026-01-01,1153,SNPP,SNPP,n,2,295.15,4.1,D,0
-22.68342,35.44548,340.99,0.53,0.5,2026-01-01,1153,SNPP,SNPP,n,2,296.26,14.4,D,0
-22.68449,35.44024,337.86,0.53,0.5,2026-01-01,1153,SNPP,SNPP,n,2,293.81,14.4,D,0
-22.6788,35.44438,340.92,0.53,0.5,2026-01-01,1153,SNPP,SNPP,n,2,294.64,8.49,D,0
-22.67987,35.43917,337.69,0.53,0.5,2026-01-01,1153,SNPP,SNPP,n,2,293.96,8.49,D,0
-22.60778,35.23709,341.58,0.52,0.5,2026-01-01,1153,SNPP,SNPP,n,2,296.59,4.49,D,0
-22.45942,35.43008,330.65,0.53,0.5,2026-01-01,1153,SNPP,SNPP,n,2,297.91,2.28,D,0
-22.30094,35.30675,346.49,0.53,0.5,2026-01-01,1153,SNPP,SNPP,n,2,302.97,63.04,D,0
-22.21777,35.21795,341.87,0.52,0.5,2026-01-01,1153,SNPP,SNPP,n,2,296.03,19.54,D,0
-22.21883,35.21287,336.07,0.52,0.5,2026-01-01,1153,SNPP,SNPP,n,2,296.21,19.54,D,0
-22.23144,35.15213,339.76,0.52,0.5,2026-01-01,1153,SNPP,SNPP,n,2,294.93,3.79,D,0
-23.37366,35.44923,334.41,0.51,0.5,2026-01-01,1153,SNPP,SNPP,n,2,297.75,4.51,D,0
-22.22057,35.2149,353.38,0.52,0.5,2026-01-01,1153,SNPP,SNPP,n,2,298.49,32.81,D,0
-22.22919,35.14785,343.39,0.52,0.5,2026-01-01,1153,SNPP,SNPP,n,2,293.81,8.43,D,0
-22.19816,35.13542,342.63,0.52,0.5,2026-01-01,1153,SNPP,SNPP,n,2,296.97,16.06,D,0
-22.15096,35.22554,332.33,0.52,0.5,2026-01-01,1153,SNPP,SNPP,n,2,297.99,3.99,D,0
-22.13714,35.22231,340.96,0.52,0.5,2026-01-01,1153,SNPP,SNPP,n,2,297.77,3.72,D,0
-22.95724,35.35178,331.34,0.52,0.5,2026-01-01,1153,SNPP,SNPP,n,2,297.21,1.18,D,0
-23.16122,35.28238,341.86,0.51,0.49,2026-01-01,1153,SNPP,SNPP,n,2,295.14,1.95,D,0
-22.89072,35.42474,334.57,0.52,0.5,2026-01-01,1153,SNPP,SNPP,n,2,296.87,3.67,D,0
-22.10833,35.25551,336.49,0.53,0.5,2026-01-01,1153,SNPP,SNPP,n,2,291.33,6.69,D,0
-22.10936,35.25037,332.36,0.53,0.5,2026-01-01,1153,SNPP,SNPP,n,2,287.9,3.01,D,0
-21.7831,35.21331,330.69,0.53,0.5,2026-01-01,1153,SNPP,SNPP,n,2,286.74,12.29,D,0
-21.78417,35.20813,346.75,0.53,0.5,2026-01-01,1153,SNPP,SNPP,n,2,289.94,12.29,D,0
-21.78679,35.21051,347.92,0.53,0.5,2026-01-01,1153,SNPP,SNPP,n,2,290.63,10.09,D,0
-21.78215,35.20945,336.58,0.53,0.5,2026-01-01,1153,SNPP,SNPP,n,2,286.84,10.09,D,0
-21.77751,35.20839,338.08,0.53,0.5,2026-01-01,1153,SNPP,SNPP,n,2,288.6,10.84,D,0
-21.50878,35.10294,339.04,0.53,0.5,2026-01-01,1153,SNPP,SNPP,n,2,297.37,5.31,D,0
-21.40009,35.12519,333.68,0.53,0.5,2026-01-01,1153,SNPP,SNPP,n,2,298.73,5.57,D,0
-22.98844,35.31671,337.53,0.51,0.5,2026-01-01,1153,SNPP,SNPP,n,2,296.58,4.66,D,0
-22.77088,35.47972,341.78,0.53,0.5,2026-01-01,1153,SNPP,SNPP,n,2,295.42,5.86,D,0
-22.77302,35.46931,354,0.53,0.5,2026-01-01,1153,SNPP,SNPP,n,2,295.26,13.72,D,0
-19.34561,34.92862,334.73,0.57,0.52,2026-01-01,1154,SNPP,SNPP,n,2,297.39,7.45,D,0
-20.47581,32.79664,335.44,0.4,0.44,2026-01-01,1154,SNPP,SNPP,n,2,298.9,4.28,D,0
-20.05249,34.38176,338.67,0.51,0.49,2026-01-01,1154,SNPP,SNPP,n,2,299.39,9.41,D,0
-19.57844,35.14757,330.05,0.58,0.52,2026-01-01,1154,SNPP,SNPP,n,2,299.13,2.8,D,0
-19.57363,35.14648,331.18,0.58,0.52,2026-01-01,1154,SNPP,SNPP,n,2,298.62,2.8,D,0
-19.68799,34.24362,340.98,0.51,0.49,2026-01-01,1154,SNPP,SNPP,n,2,300.83,6.65,D,0
-19.36536,35.38044,331.62,0.61,0.53,2026-01-01,1154,SNPP,SNPP,n,2,295.59,5.56,D,0
-19.34702,34.92611,340.23,0.57,0.52,2026-01-01,1154,SNPP,SNPP,n,2,299.03,7.12,D,0
-19.06983,35.53865,341.71,0.63,0.54,2026-01-01,1154,SNPP,SNPP,n,2,299.62,12.85,D,0
-19.32045,33.61213,330.63,0.47,0.48,2026-01-01,1154,SNPP,SNPP,n,2,299.12,2.31,D,0
-18.97511,35.29303,340.47,0.61,0.53,2026-01-01,1154,SNPP,SNPP,n,2,300.96,16.4,D,0
-18.81436,35.37175,343.67,0.62,0.54,2026-01-01,1154,SNPP,SNPP,n,2,300.94,37.8,D,0
-18.81559,35.36583,343.32,0.62,0.54,2026-01-01,1154,SNPP,SNPP,n,2,302.61,37.8,D,0
-18.81505,35.36946,353.37,0.62,0.54,2026-01-01,1154,SNPP,SNPP,n,2,304.03,74.6,D,0
-18.81624,35.36353,340.87,0.62,0.54,2026-01-01,1154,SNPP,SNPP,n,2,300.06,16.22,D,0
-18.80768,35.38034,340.28,0.62,0.54,2026-01-01,1154,SNPP,SNPP,n,2,298.07,7.13,D,0
-18.80271,35.37926,335.78,0.62,0.54,2026-01-01,1154,SNPP,SNPP,n,2,295.89,5.16,D,0
-18.79505,35.34016,342.69,0.62,0.54,2026-01-01,1154,SNPP,SNPP,n,2,301.18,22.03,D,0
-18.78889,35.34502,356.3,0.62,0.54,2026-01-01,1154,SNPP,SNPP,n,2,300.3,24.19,D,0
-18.79008,35.33912,340.88,0.62,0.54,2026-01-01,1154,SNPP,SNPP,n,2,298.39,24.19,D,0
-18.75784,35.31948,335.87,0.62,0.54,2026-01-01,1154,SNPP,SNPP,n,2,293.19,3.43,D,0
-18.7529,35.31839,333.34,0.62,0.54,2026-01-01,1154,SNPP,SNPP,n,2,298.48,6.13,D,0
-17.9324,33.33751,331.38,0.48,0.48,2026-01-01,1154,SNPP,SNPP,n,2,298.26,1.71,D,0
-16.19585,33.84491,302.6,0.38,0.36,2026-01-01,2304,SNPP,SNPP,n,2,278.3,0.73,N,0
-16.19861,33.84075,313.28,0.38,0.36,2026-01-01,2304,SNPP,SNPP,n,2,277.47,0.73,N,0
-16.20194,33.84019,303.17,0.38,0.36,2026-01-01,2304,SNPP,SNPP,n,2,276.34,0.9,N,0
-16.19528,33.84131,300.31,0.38,0.36,2026-01-01,2304,SNPP,SNPP,n,2,278.21,0.73,N,0
-16.12198,33.76106,301.19,0.38,0.36,2026-01-01,2304,SNPP,SNPP,n,2,268.56,0.96,N,2
-16.11865,33.76163,297.13,0.38,0.36,2026-01-01,2304,SNPP,SNPP,n,2,271.44,0.78,N,2
-23.10265,35.39523,334.62,0.44,0.38,2026-01-02,1134,SNPP,SNPP,n,2,300.99,4.66,D,0
-23.11525,35.23569,346.45,0.43,0.38,2026-01-02,1134,SNPP,SNPP,n,2,301.39,8.32,D,0
-23.08728,35.20838,331.52,0.43,0.38,2026-01-02,1134,SNPP,SNPP,n,2,298.03,1.85,D,0
-23.08378,35.20768,335.76,0.43,0.38,2026-01-02,1134,SNPP,SNPP,n,2,298.22,3.22,D,0
-23.06832,35.2133,331.78,0.43,0.38,2026-01-02,1134,SNPP,SNPP,n,2,299.24,2.15,D,0
-23.03263,35.39896,343.02,0.44,0.38,2026-01-02,1134,SNPP,SNPP,n,2,302.15,17.57,D,0
-23.01188,35.4972,330.86,0.44,0.38,2026-01-02,1134,SNPP,SNPP,l,2,301.29,1.88,D,0
-23.0291,35.39827,335.69,0.44,0.38,2026-01-02,1134,SNPP,SNPP,n,2,299.67,2.81,D,0
-23.04689,35.27445,332.11,0.43,0.38,2026-01-02,1134,SNPP,SNPP,n,2,298.96,1.09,D,0
-22.95117,35.41029,332.19,0.44,0.38,2026-01-02,1134,SNPP,SNPP,n,2,299.11,2,D,0
-22.95237,35.213,338.93,0.43,0.38,2026-01-02,1134,SNPP,SNPP,n,2,301.24,27.63,D,0
-22.84755,35.31964,338.83,0.44,0.38,2026-01-02,1134,SNPP,SNPP,n,2,292.2,1.7,D,0
-22.78461,35.45875,338.04,0.44,0.38,2026-01-02,1134,SNPP,SNPP,n,2,296.97,3.38,D,0
-22.78106,35.45805,336.54,0.44,0.38,2026-01-02,1134,SNPP,SNPP,n,2,297.76,4.51,D,0
-22.64682,35.45975,330.75,0.44,0.39,2026-01-02,1134,SNPP,SNPP,n,2,292.16,2.66,D,0
-22.63169,35.48356,349.22,0.44,0.39,2026-01-02,1134,SNPP,SNPP,n,2,296.56,16.06,D,0
-22.67361,35.23915,330.31,0.43,0.38,2026-01-02,1134,SNPP,SNPP,n,2,295.43,3.04,D,0
-22.59252,35.47578,344.15,0.44,0.39,2026-01-02,1134,SNPP,SNPP,n,2,297.19,30.42,D,0
-22.58386,34.20729,334.69,0.4,0.37,2026-01-02,1134,SNPP,SNPP,l,2,304.97,1.9,D,0
-22.43097,35.09235,348.35,0.43,0.38,2026-01-02,1134,SNPP,SNPP,n,2,300.42,8.49,D,0
-22.36588,35.24228,337.72,0.44,0.38,2026-01-02,1134,SNPP,SNPP,n,2,299.4,5.12,D,0
-22.34664,35.2693,348.69,0.44,0.38,2026-01-02,1134,SNPP,SNPP,n,2,299.85,29.05,D,0
-21.92579,35.27895,335.32,0.44,0.39,2026-01-02,1134,SNPP,SNPP,n,2,297.99,2.42,D,0
-21.90088,35.27399,336.65,0.44,0.39,2026-01-02,1134,SNPP,SNPP,n,2,298.38,3.81,D,0
-21.88102,35.26118,334.93,0.44,0.39,2026-01-02,1134,SNPP,SNPP,n,2,297.61,2.57,D,0
-21.8666,35.28063,343.23,0.44,0.39,2026-01-02,1134,SNPP,SNPP,n,2,299.14,7.43,D,0
-21.81026,35.25679,332.01,0.44,0.39,2026-01-02,1134,SNPP,SNPP,n,2,297.04,0.99,D,0
-21.79246,35.2533,339.64,0.44,0.39,2026-01-02,1134,SNPP,SNPP,n,2,297.07,6.06,D,0
-21.7932,35.24899,335.11,0.44,0.39,2026-01-02,1134,SNPP,SNPP,n,2,298.62,6.06,D,0
-21.95719,34.27768,335.51,0.41,0.37,2026-01-02,1134,SNPP,SNPP,n,2,300.54,4.7,D,0
-21.80475,35.22456,335.43,0.44,0.39,2026-01-02,1134,SNPP,SNPP,n,2,297.36,3.25,D,0
-24.48767,35.16145,344.12,0.42,0.37,2026-01-02,1134,SNPP,SNPP,n,2,309.03,31.63,D,0
-24.4842,35.1608,338.68,0.42,0.37,2026-01-02,1134,SNPP,SNPP,n,2,300.14,31.63,D,0
-24.4849,35.1567,334.92,0.42,0.37,2026-01-02,1134,SNPP,SNPP,n,2,298.92,31.63,D,0
-24.38055,34.88771,344.94,0.41,0.37,2026-01-02,1134,SNPP,SNPP,n,2,295.53,5.74,D,0
-23.2994,35.27915,336.76,0.43,0.38,2026-01-02,1134,SNPP,SNPP,n,2,301.16,2.2,D,0
-18.67346,36.05622,342.75,0.53,0.42,2026-01-02,1135,SNPP,SNPP,n,2,299.97,8.43,D,0
-21.71748,35.1208,336.11,0.44,0.38,2026-01-02,1135,SNPP,SNPP,n,2,297.78,4.15,D,0
-21.69411,35.23577,346.81,0.44,0.39,2026-01-02,1135,SNPP,SNPP,n,2,299.06,12.02,D,0
-21.68312,35.17143,335.73,0.44,0.39,2026-01-02,1135,SNPP,SNPP,n,2,296.48,2.91,D,0
-21.62526,35.13424,334.87,0.44,0.38,2026-01-02,1135,SNPP,SNPP,n,2,297.7,2.28,D,0
-21.61097,35.15348,336.64,0.44,0.39,2026-01-02,1135,SNPP,SNPP,n,2,299.86,4.64,D,0
-21.57508,35.08478,335.85,0.44,0.38,2026-01-02,1135,SNPP,SNPP,n,2,296.51,2.56,D,0
-21.50776,35.14317,348.33,0.44,0.39,2026-01-02,1135,SNPP,SNPP,n,2,295.86,5.99,D,0
-21.50201,35.15533,336.92,0.44,0.39,2026-01-02,1135,SNPP,SNPP,n,2,299.22,4.52,D,0
-21.50274,35.15104,334.59,0.44,0.39,2026-01-02,1135,SNPP,SNPP,n,2,299.08,4.52,D,0
-21.49636,35.14537,336.49,0.44,0.39,2026-01-02,1135,SNPP,SNPP,n,2,296.56,1.92,D,0
-21.49281,35.14468,330.49,0.44,0.39,2026-01-02,1135,SNPP,SNPP,n,2,297.57,1.92,D,0
-21.47206,35.15838,335.86,0.44,0.39,2026-01-02,1135,SNPP,SNPP,n,2,298.1,3.38,D,0
-21.45724,35.13776,339.98,0.44,0.39,2026-01-02,1135,SNPP,SNPP,n,2,297.58,7.71,D,0
-21.47491,35.03542,332.97,0.44,0.38,2026-01-02,1135,SNPP,SNPP,n,2,296.68,5.19,D,0
-21.45294,35.14135,337.24,0.44,0.39,2026-01-02,1135,SNPP,SNPP,n,2,297.68,4.86,D,0
-21.46635,35.04258,335.27,0.44,0.38,2026-01-02,1135,SNPP,SNPP,n,2,297.18,6.71,D,0
-21.4628,35.0419,334.65,0.44,0.38,2026-01-02,1135,SNPP,SNPP,n,2,295.71,6.1,D,0
-21.53646,34.61192,333.71,0.42,0.38,2026-01-02,1135,SNPP,SNPP,n,2,298.42,4.61,D,0
-21.42783,35.12821,342.73,0.44,0.39,2026-01-02,1135,SNPP,SNPP,n,2,298.79,15.02,D,0
-21.42652,35.09264,346.26,0.44,0.39,2026-01-02,1135,SNPP,SNPP,n,2,299.33,7.22,D,0
-21.45311,34.93546,332.82,0.44,0.38,2026-01-02,1135,SNPP,SNPP,n,2,295.98,3.86,D,0
-21.44887,34.939,331.36,0.44,0.38,2026-01-02,1135,SNPP,SNPP,n,2,296.92,8.28,D,0
-21.44958,34.93477,333.77,0.44,0.38,2026-01-02,1135,SNPP,SNPP,n,2,296.85,3.86,D,0
-21.41369,35.10335,344.27,0.44,0.39,2026-01-02,1135,SNPP,SNPP,n,2,299.19,14.16,D,0
-21.39937,35.1227,334.2,0.44,0.39,2026-01-02,1135,SNPP,SNPP,n,2,297.43,4.06,D,0
-21.39728,35.11343,336.05,0.44,0.39,2026-01-02,1135,SNPP,SNPP,n,2,298.14,3.04,D,0
-21.40166,35.08779,347.99,0.44,0.39,2026-01-02,1135,SNPP,SNPP,n,2,301.72,34.47,D,0
-20.90447,34.32799,336.22,0.42,0.38,2026-01-02,1135,SNPP,SNPP,n,2,299.6,7.64,D,0
-20.40938,34.18265,334.74,0.42,0.38,2026-01-02,1135,SNPP,SNPP,n,2,297.73,3.79,D,0
-20.41006,34.17862,334.89,0.42,0.38,2026-01-02,1135,SNPP,SNPP,n,2,298.39,3.79,D,0
-20.52253,32.84941,333.49,0.39,0.36,2026-01-02,1135,SNPP,SNPP,n,2,299.51,3.48,D,0
-20.29897,32.89381,334.42,0.39,0.36,2026-01-02,1135,SNPP,SNPP,n,2,299.7,1.7,D,0
-19.70366,34.27187,346.28,0.43,0.38,2026-01-02,1135,SNPP,SNPP,n,2,293.47,7.37,D,0
-19.54195,35.18089,334.96,0.47,0.4,2026-01-02,1135,SNPP,SNPP,n,2,299.22,3.04,D,0
-19.50859,35.28614,335.79,0.47,0.4,2026-01-02,1135,SNPP,SNPP,n,2,299.17,4.44,D,0
-19.55213,35.01328,338.89,0.46,0.39,2026-01-02,1135,SNPP,SNPP,n,2,300.11,25.57,D,0
-19.50385,35.05414,342.4,0.46,0.39,2026-01-02,1135,SNPP,SNPP,n,2,299.72,10.34,D,0
-19.50414,35.05496,339.21,0.46,0.39,2026-01-02,1135,SNPP,SNPP,n,2,300.4,7.9,D,0
-19.48419,35.10616,330.91,0.47,0.39,2026-01-02,1135,SNPP,SNPP,n,2,299.23,1.66,D,0
-19.49289,34.98907,342.89,0.46,0.39,2026-01-02,1135,SNPP,SNPP,n,2,299.01,7.1,D,0
-19.37192,35.38332,340.33,0.48,0.4,2026-01-02,1135,SNPP,SNPP,n,2,298.68,5.95,D,0
-19.37737,35.30874,332.08,0.48,0.4,2026-01-02,1135,SNPP,SNPP,n,2,300.56,2.57,D,0
-19.36084,35.38119,338.36,0.48,0.4,2026-01-02,1135,SNPP,SNPP,n,2,300.91,10.66,D,0
-19.3539,35.24796,334.52,0.47,0.4,2026-01-02,1135,SNPP,SNPP,n,2,298.6,2.42,D,0
-19.35189,35.245,337.02,0.47,0.4,2026-01-02,1135,SNPP,SNPP,n,2,298.8,5.19,D,0
-19.65645,33.32545,331.67,0.4,0.37,2026-01-02,1135,SNPP,SNPP,n,2,297.28,2.25,D,0
-19.27405,35.23474,340.15,0.47,0.4,2026-01-02,1135,SNPP,SNPP,n,2,297.24,9.2,D,0
-19.33309,34.76727,344.86,0.45,0.39,2026-01-02,1135,SNPP,SNPP,n,2,302.51,11.21,D,0
-19.33222,34.76761,340.87,0.45,0.39,2026-01-02,1135,SNPP,SNPP,n,2,301.77,12.8,D,0
-19.28439,35.00644,331.02,0.46,0.39,2026-01-02,1135,SNPP,SNPP,n,2,299.57,2.49,D,0
-19.23004,35.30252,347.29,0.48,0.4,2026-01-02,1135,SNPP,SNPP,n,2,300.19,8.75,D,0
-19.22031,35.31481,336.8,0.48,0.4,2026-01-02,1135,SNPP,SNPP,n,2,299.35,7.83,D,0
-19.21663,35.31409,347.4,0.48,0.4,2026-01-02,1135,SNPP,SNPP,n,2,300.67,7.83,D,0
-19.23663,35.15385,336.52,0.47,0.4,2026-01-02,1135,SNPP,SNPP,n,2,297.97,3.09,D,0
-19.49395,33.46656,336.65,0.41,0.37,2026-01-02,1135,SNPP,SNPP,n,2,301.11,4.96,D,0
-19.12297,35.43415,334.83,0.49,0.4,2026-01-02,1135,SNPP,SNPP,n,2,297.05,3.84,D,0
-19.1057,35.3274,338.87,0.48,0.4,2026-01-02,1135,SNPP,SNPP,n,2,299.84,9.19,D,0
-18.95269,35.80106,331.01,0.51,0.41,2026-01-02,1135,SNPP,SNPP,n,2,299.31,2.18,D,0
-18.91448,35.76014,330.13,0.51,0.41,2026-01-02,1135,SNPP,SNPP,n,2,299.27,2.58,D,0
-18.91154,35.75455,331.45,0.51,0.41,2026-01-02,1135,SNPP,SNPP,n,2,299.12,2.97,D,0
-18.91324,35.74487,338.39,0.51,0.41,2026-01-02,1135,SNPP,SNPP,n,2,300.61,4.82,D,0
-18.91409,35.74003,332.74,0.51,0.41,2026-01-02,1135,SNPP,SNPP,n,2,301.28,4.82,D,0
-18.96061,35.31968,332.31,0.48,0.4,2026-01-02,1135,SNPP,SNPP,n,2,295.22,2.74,D,0
-18.90302,35.55967,333.97,0.5,0.41,2026-01-02,1135,SNPP,SNPP,n,2,300.81,9.13,D,0
-18.90385,35.55494,334.21,0.5,0.41,2026-01-02,1135,SNPP,SNPP,n,2,299.88,5.22,D,0
-18.91632,35.4407,332.81,0.49,0.4,2026-01-02,1135,SNPP,SNPP,n,2,299.03,3.12,D,0
-18.91715,35.43602,331.78,0.49,0.4,2026-01-02,1135,SNPP,SNPP,n,2,299.23,3.12,D,0
-18.89049,35.38507,348.35,0.49,0.4,2026-01-02,1135,SNPP,SNPP,n,2,298.02,8.45,D,0
-18.88556,35.23639,331.39,0.48,0.4,2026-01-02,1135,SNPP,SNPP,n,2,299.39,5.29,D,0
-18.91989,34.95003,330.66,0.47,0.39,2026-01-02,1135,SNPP,SNPP,l,2,302.96,2.5,D,0
-18.83673,35.34108,333.47,0.49,0.4,2026-01-02,1135,SNPP,SNPP,n,2,296.46,7.39,D,0
-18.80707,35.37862,333.18,0.49,0.4,2026-01-02,1135,SNPP,SNPP,n,2,301.82,5.63,D,0
-18.67699,36.05997,333.39,0.53,0.42,2026-01-02,1135,SNPP,SNPP,n,2,297.61,6.05,D,0
-18.67791,36.05492,333.44,0.53,0.42,2026-01-02,1135,SNPP,SNPP,n,2,297.91,6.05,D,0
-18.67312,36.05922,367,0.53,0.42,2026-01-02,1135,SNPP,SNPP,h,2,299.63,6.05,D,0
-18.67404,36.05417,340.82,0.53,0.42,2026-01-02,1135,SNPP,SNPP,n,2,299.69,6.05,D,0
-18.80169,35.34396,332.33,0.49,0.4,2026-01-02,1135,SNPP,SNPP,n,2,294.46,3.73,D,0
-18.78639,35.40837,337.39,0.49,0.4,2026-01-02,1135,SNPP,SNPP,n,2,300.32,3.81,D,0
-18.67733,36.05698,340.23,0.53,0.42,2026-01-02,1135,SNPP,SNPP,n,2,298.38,7.9,D,0
-18.78951,35.41039,338.22,0.49,0.4,2026-01-02,1135,SNPP,SNPP,n,2,301.36,4.73,D,0
-18.80071,35.34512,332.28,0.49,0.4,2026-01-02,1135,SNPP,SNPP,n,2,291.72,3.03,D,0
-18.67257,36.06129,342.59,0.53,0.42,2026-01-02,1135,SNPP,SNPP,n,2,296.66,8.43,D,0
-18.67435,36.05116,330.38,0.53,0.42,2026-01-02,1135,SNPP,SNPP,n,2,298.82,3.55,D,0
-18.78578,35.40966,338.59,0.49,0.4,2026-01-02,1135,SNPP,SNPP,n,2,300.17,4.88,D,0
-18.76859,35.35332,353.73,0.49,0.4,2026-01-02,1135,SNPP,SNPP,n,2,300.86,62.03,D,0
-18.76487,35.35261,345.89,0.49,0.4,2026-01-02,1135,SNPP,SNPP,n,2,299.86,28.47,D,0
-18.76568,35.34795,338.59,0.49,0.4,2026-01-02,1135,SNPP,SNPP,n,2,298.73,6.27,D,0
-18.75905,35.34188,332.76,0.49,0.4,2026-01-02,1135,SNPP,SNPP,n,2,299.8,5.52,D,0
-18.75937,35.31799,337.1,0.49,0.4,2026-01-02,1135,SNPP,SNPP,n,2,297.8,3.89,D,0
-18.76017,35.31335,332.02,0.49,0.4,2026-01-02,1135,SNPP,SNPP,n,2,301.73,3.89,D,0
-18.75646,35.31264,335.83,0.49,0.4,2026-01-02,1135,SNPP,SNPP,n,2,300.87,4.44,D,0
-18.81318,34.87593,331.65,0.46,0.39,2026-01-02,1135,SNPP,SNPP,n,2,298.05,1.83,D,0
-18.57865,36.13779,337.44,0.54,0.42,2026-01-02,1135,SNPP,SNPP,n,2,298.55,4.01,D,0
-18.55729,34.8844,339.94,0.47,0.39,2026-01-02,1135,SNPP,SNPP,n,2,302.27,4.94,D,0
-18.55749,34.88556,337.63,0.47,0.39,2026-01-02,1135,SNPP,SNPP,n,2,301.86,4.85,D,0
-18.80754,32.89435,338.05,0.4,0.37,2026-01-02,1135,SNPP,SNPP,n,2,306.01,11.5,D,0
-18.80418,32.89368,330.4,0.4,0.37,2026-01-02,1135,SNPP,SNPP,n,2,299.9,11.5,D,0
-18.10521,35.73024,337.16,0.52,0.42,2026-01-02,1135,SNPP,SNPP,n,2,305.77,5.42,D,0
-18.10609,35.72532,332.55,0.52,0.42,2026-01-02,1135,SNPP,SNPP,l,2,303.48,2.42,D,0
-17.83852,36.78673,330.6,0.4,0.44,2026-01-02,1136,SNPP,SNPP,l,2,301,6.09,D,0
-17.66243,35.54845,335.4,0.52,0.41,2026-01-02,1136,SNPP,SNPP,n,2,304.2,3.5,D,0
-17.42718,35.92591,337.61,0.55,0.42,2026-01-02,1136,SNPP,SNPP,n,2,300.6,4.18,D,0
-16.20033,33.84133,330.14,0.45,0.39,2026-01-02,1136,SNPP,SNPP,n,2,297.99,6.31,D,0
-16.16316,32.9001,337.41,0.41,0.37,2026-01-02,1136,SNPP,SNPP,l,2,309.72,1.55,D,0
-15.63577,30.63215,339.7,0.38,0.36,2026-01-02,1136,SNPP,SNPP,l,2,311.9,2.06,D,0
-17.66157,35.55339,334.71,0.52,0.41,2026-01-02,1136,SNPP,SNPP,n,2,302.08,3.88,D,0
-26.39341,32.65178,301.87,0.45,0.39,2026-01-02,2248,SNPP,SNPP,n,2,285.91,1.28,N,2
-21.43602,35.09906,334.39,0.41,0.37,2026-01-03,1116,SNPP,SNPP,n,2,297.65,10.93,D,0
-21.77772,35.19346,333.18,0.41,0.37,2026-01-03,1116,SNPP,SNPP,l,2,298.3,3.63,D,0
-21.72574,35.18906,337.92,0.41,0.37,2026-01-03,1116,SNPP,SNPP,n,2,295.32,5.29,D,0
-21.69276,35.22402,334.05,0.4,0.37,2026-01-03,1116,SNPP,SNPP,n,2,304.34,20.65,D,0
-21.68933,35.22346,330.58,0.4,0.37,2026-01-03,1116,SNPP,SNPP,l,2,299.13,20.65,D,0
-21.43259,35.0985,335.85,0.41,0.37,2026-01-03,1116,SNPP,SNPP,n,2,294.88,10.93,D,0
-18.9622,35.38816,335.13,0.39,0.36,2026-01-03,1116,SNPP,SNPP,n,2,293.89,4.05,D,0
-18.74566,35.46249,340.4,0.39,0.36,2026-01-03,1116,SNPP,SNPP,n,2,294.33,3.73,D,0
-18.48351,35.86292,345.65,0.38,0.36,2026-01-03,1117,SNPP,SNPP,n,2,301.14,8.59,D,0
-18.48406,35.85926,342.32,0.38,0.36,2026-01-03,1117,SNPP,SNPP,n,2,302.37,8.59,D,0
-18.35768,35.82347,335.47,0.38,0.36,2026-01-03,1117,SNPP,SNPP,n,2,300.81,2.43,D,0
-18.50075,36.32644,334.2,0.38,0.36,2026-01-03,1117,SNPP,SNPP,n,2,297.48,2.9,D,0
-18.51836,36.43424,338.09,0.38,0.36,2026-01-03,1117,SNPP,SNPP,n,2,297.44,2.21,D,0
-17.92412,36.71087,330.03,0.39,0.36,2026-01-03,1117,SNPP,SNPP,n,2,294.82,1.56,D,0
-17.4061,37.68266,334.42,0.41,0.37,2026-01-03,1117,SNPP,SNPP,n,2,300.09,3.27,D,0
-17.38385,36.79479,335.4,0.39,0.36,2026-01-03,1117,SNPP,SNPP,n,2,299.25,3.28,D,0
-18.55363,36.02467,338.1,0.38,0.36,2026-01-03,1117,SNPP,SNPP,n,2,296.27,3.97,D,0
-16.85807,38.91931,337.17,0.45,0.39,2026-01-03,1117,SNPP,SNPP,n,2,301.61,5.05,D,0
-16.99107,35.61366,334.6,0.38,0.36,2026-01-03,1117,SNPP,SNPP,n,2,300.07,2.81,D,0
-16.3406,35.43434,330.85,0.38,0.36,2026-01-03,1117,SNPP,SNPP,l,2,301.22,1.5,D,0
-16.20077,33.84146,342.36,0.41,0.37,2026-01-03,1117,SNPP,SNPP,l,2,309.4,10.85,D,0
-16.19733,33.84094,344.6,0.41,0.37,2026-01-03,1117,SNPP,SNPP,l,2,310.99,11.11,D,0
-16.12201,33.76265,338.81,0.41,0.37,2026-01-03,1117,SNPP,SNPP,l,2,310.91,12.1,D,2
-18.48739,35.85981,331.14,0.38,0.36,2026-01-03,1117,SNPP,SNPP,n,2,299.8,2.06,D,0
-11.09788,40.06137,342.31,0.42,0.45,2026-01-03,1118,SNPP,SNPP,n,2,294.6,5.32,D,0
-11.09304,40.06448,332.18,0.42,0.45,2026-01-03,1118,SNPP,SNPP,n,2,294.35,5.32,D,0
-11.09371,40.06062,346.65,0.42,0.45,2026-01-03,1118,SNPP,SNPP,n,2,294.89,5.32,D,0
-10.82591,40.4322,339.38,0.45,0.47,2026-01-03,1118,SNPP,SNPP,n,2,295.14,5.27,D,0
