latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-17.07562,35.38856,345.26,0.48,0.48,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,298.34,10.02,D
-17.07619,35.38393,344.72,0.48,0.48,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,300.72,9.55,D
-17.12881,34.6817,337.54,0.54,0.51,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,299.79,4.29,D
-17.0156,35.35722,346.21,0.49,0.48,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,296.89,4.61,D
-17.24183,33.3395,338.15,0.33,0.55,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,296.33,1.91,D
-17.21743,33.32349,330.81,0.33,0.55,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,297.28,1.89,D
-16.9847,35.34848,331.73,0.49,0.48,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,299.23,3.66,D
-16.98209,35.35081,337.1,0.49,0.48,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,299.25,3.77,D
-17.2154,33.32325,330.05,0.33,0.55,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,296.44,1.38,D
-16.99681,34.96798,333.16,0.51,0.5,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,298.63,4.77,D
-16.92425,35.45085,343.96,0.48,0.48,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,297.59,4.41,D
-17.17166,33.34026,330.88,0.33,0.55,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,297.58,1.9,D
-16.9131,35.3933,329.39,0.48,0.48,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,296.2,3.44,D
-16.90807,35.3973,327.67,0.48,0.48,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,296.26,4.61,D
-16.90415,35.39211,344.84,0.48,0.48,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,298.56,5.9,D
-17.13286,33.36087,342.24,0.33,0.55,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,299.98,3.42,D
-16.8919,35.41854,348.86,0.48,0.48,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,297.11,11.63,D
-16.98306,34.47719,354.1,0.55,0.51,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,299.83,9.49,D
-16.98367,34.47194,336.08,0.55,0.51,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,297.35,9.49,D
-16.87011,35.41099,342.79,0.48,0.48,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,296.24,5.35,D
-16.98358,34.47532,367,0.55,0.51,2026-06-08,1056,SNPP,SNPP,h,2.0NRT,299.09,10.54,D
-16.86791,35.41262,331.31,0.48,0.48,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,296.31,2.84,D
-16.98294,34.48056,331.85,0.55,0.51,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,298.39,10.54,D
-16.84558,35.40974,331.19,0.48,0.48,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,297.27,2.31,D
-17.06108,33.24382,329.13,0.33,0.56,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,297.15,2.45,D
-16.79145,35.40726,330.16,0.48,0.48,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,296.53,4.7,D
-16.792,35.40271,337.89,0.48,0.48,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,296.95,4.7,D
-16.72659,35.35873,340.35,0.48,0.48,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,299.53,4.48,D
-16.68196,34.49024,344.56,0.55,0.51,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,298.49,6.09,D
-16.80056,33.35121,354.76,0.33,0.55,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,301.88,7.85,D
-16.80091,33.34805,331.1,0.33,0.55,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,299.05,3.92,D
-16.79792,33.35013,367,0.33,0.55,2026-06-08,1056,SNPP,SNPP,h,2.0NRT,301.54,7.22,D
-16.79829,33.34699,333.84,0.33,0.55,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,299.52,4.23,D
-16.77504,33.13964,367,0.34,0.56,2026-06-08,1056,SNPP,SNPP,h,2.0NRT,303.53,16.44,D
-16.77468,33.14283,345.81,0.34,0.56,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,300.78,9.18,D
-16.7754,33.13646,352.44,0.34,0.56,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,303.99,16.44,D
-16.0746,38.56498,341.26,0.47,0.39,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,298.25,5.02,D
-15.84538,39.18064,331.26,0.44,0.38,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,299.34,3.33,D
-15.96195,38.14618,331.39,0.49,0.4,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,298.5,2.59,D
-16.41839,34.4977,340.7,0.54,0.51,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,298.2,5.49,D
-15.9056,38.25356,330.58,0.48,0.4,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,297.23,2.56,D
-15.84052,38.45656,328.37,0.47,0.4,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,296.98,2.44,D
-15.68153,39.24831,334.6,0.43,0.38,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,301.79,2.24,D
-16.06429,35.96422,327.72,0.43,0.46,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,299.37,2.55,D
-16.29216,33.55541,334.61,0.62,0.54,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,299.96,3.66,D
-16.30166,33.15309,367,0.33,0.55,2026-06-08,1056,SNPP,SNPP,h,2.0NRT,298.95,6.75,D
-16.29238,32.52098,353.42,0.37,0.58,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,300.28,6.89,D
-15.43996,39.20091,332.13,0.43,0.38,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,299.34,2.69,D
-16.07354,33.92312,341.16,0.59,0.53,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,299.86,21.59,D
-16.07618,33.92215,356.54,0.59,0.53,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,300.7,19.4,D
-16.08607,33.75661,340.44,0.6,0.53,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,298.73,2.86,D
-16.30052,31.89123,330.34,0.4,0.6,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,300.15,2.1,D
-16.29579,31.88268,334.02,0.4,0.6,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,300.44,3.49,D
-16.29017,31.88215,344.99,0.4,0.6,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,300.79,3.49,D
-16.29061,31.87816,337.74,0.4,0.6,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,299.76,3.49,D
-15.28566,39.72488,338.81,0.41,0.37,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,300.78,4.41,D
-16.18976,32.13435,331.04,0.39,0.59,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,299.25,1.75,D
-15.54302,37.36926,329.91,0.53,0.42,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,294.99,1.55,D
-16.19053,32.13511,330.69,0.39,0.59,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,298.5,1.8,D
-15.18435,39.78046,331.99,0.41,0.37,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,300.27,3.17,D
-16.05767,32.33512,331.32,0.37,0.58,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,298.38,3.93,D
-15.12266,39.41131,335.18,0.42,0.38,2026-06-08,1056,SNPP,SNPP,n,2.0NRT,304.25,5.8,D
-12.2594,40.33374,348.51,0.39,0.36,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,300.2,9.62,D
-14.95285,40.24478,337.35,0.4,0.37,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,305.39,4.79,D
-14.94947,40.24424,344.49,0.4,0.37,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,302.78,4.79,D
-14.92529,40.33868,334.61,0.4,0.37,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,304.51,2.55,D
-14.9592,40.08206,339.79,0.4,0.37,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,302.86,5.87,D
-14.95974,40.07832,331.35,0.4,0.37,2026-06-08,1058,SNPP,SNPP,l,2.0NRT,302.83,5.41,D
-15.12049,38.90436,331.05,0.44,0.38,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,298.8,3.95,D
-15.49715,36.14989,334.54,0.41,0.45,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,300.71,3.44,D
-14.86247,40.05643,330.52,0.4,0.37,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,302.68,1.8,D
-14.85908,40.0559,334.23,0.4,0.37,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,302.27,2.76,D
-14.96469,39.03568,330.62,0.43,0.38,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,300.49,2.31,D
-15.22607,36.9161,328.47,0.56,0.43,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,294.88,3.65,D
-14.6966,40.42736,341.16,0.39,0.36,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,302.17,4.34,D
-14.74411,39.91085,333.56,0.4,0.37,2026-06-08,1058,SNPP,SNPP,l,2.0NRT,306.92,9.09,D
-14.74462,39.64342,331.91,0.41,0.37,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,301.82,3.19,D
-15.23713,35.83945,340.52,0.43,0.46,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,298.79,8.11,D
-14.77913,39.17926,330,0.43,0.38,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,296.35,2.78,D
-14.81296,38.80918,330.46,0.44,0.38,2026-06-08,1058,SNPP,SNPP,l,2.0NRT,301,2.45,D
-14.57113,40.20709,337.51,0.4,0.37,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,303.73,2.79,D
-14.56624,39.93297,332.45,0.4,0.37,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,301.56,5.47,D
-14.57412,39.83055,342.01,0.41,0.37,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,302.4,5.24,D
-15.47093,32.77255,344.3,0.34,0.56,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,293.28,6.49,D
-14.47508,40.11555,331.13,0.4,0.37,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,302.12,2.36,D
-14.38212,40.55756,334.16,0.39,0.36,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,302.54,4.66,D
-14.38265,40.55395,333.91,0.39,0.36,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,303.37,2.75,D
-14.39885,40.35177,347.37,0.39,0.36,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,303.03,4.87,D
-14.36254,40.55082,336.62,0.39,0.36,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,303.83,2.31,D
-15.36156,32.85004,338.76,0.34,0.56,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,296.39,4.01,D
-15.35635,32.84947,347.94,0.34,0.56,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,295.14,4.01,D
-15.35985,32.84953,335.2,0.34,0.56,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,296.24,2.55,D
-15.36022,32.84641,335.71,0.34,0.56,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,296.13,2.55,D
-15.35465,32.84895,332.58,0.34,0.56,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,296.15,2.55,D
-14.31228,40.54938,334.74,0.39,0.36,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,303.83,3.16,D
-14.41382,39.69611,337.32,0.41,0.37,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,299.45,3.88,D
-14.75058,37.20499,330.6,0.53,0.42,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,296.03,4.23,D
-14.31451,40.13887,332.43,0.4,0.37,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,300.99,2.28,D
-14.40479,39.51565,338.89,0.41,0.37,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,300.88,7.25,D
-14.68366,37.47219,333.54,0.51,0.41,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,297.44,2.89,D
-14.28726,39.91779,336.56,0.4,0.37,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,302.2,4.12,D
-14.19508,40.44831,345.38,0.39,0.36,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,303.28,5.15,D
-14.31652,39.42683,332.01,0.42,0.37,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,300.48,7.15,D
-14.31708,39.42294,332.06,0.42,0.37,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,300.12,3.7,D
-14.35431,39.16204,330.12,0.42,0.38,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,298.13,2.21,D
-14.12133,40.5139,335.1,0.39,0.36,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,301.8,2.62,D
-14.14204,40.28312,335.06,0.39,0.36,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,301.64,1.16,D
-14.19215,39.70729,339.58,0.41,0.37,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,299.5,3.82,D
-14.46686,37.51012,331.5,0.5,0.41,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,297.85,4.42,D
-14.47243,37.21932,345.18,0.52,0.42,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,297.68,17.82,D
-15.08762,31.62306,336.91,0.41,0.6,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,297.93,4.22,D
-14.27113,38.13036,328.78,0.47,0.4,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,298.75,1.42,D
-13.92763,40.40432,331.55,0.39,0.36,2026-06-08,1058,SNPP,SNPP,l,2.0NRT,302.53,3.27,D
-13.92482,40.40018,346.11,0.39,0.36,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,302.43,6.69,D
-13.90891,40.4606,337.8,0.39,0.36,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,303.01,4.59,D
-15.0838,31.6232,344.09,0.4,0.6,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,295.45,6.47,D
-14.42526,36.74549,331.96,0.56,0.43,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,298.07,5.74,D
-14.47915,36.34583,339.88,0.39,0.44,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,296.42,5.53,D
-15.08919,31.32411,334.09,0.42,0.61,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,291.46,1.57,D
-13.85273,40.49249,339.75,0.39,0.36,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,303.31,11.43,D
-13.84938,40.49197,343.08,0.39,0.36,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,302.25,16.24,D
-13.89623,40.17632,331.87,0.39,0.37,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,300.14,3.26,D
-13.83355,40.55218,330.67,0.39,0.36,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,302.64,2.59,D
-13.89162,40.16087,336.21,0.39,0.37,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,305.28,4.79,D
-13.84834,40.40687,336.88,0.39,0.36,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,302.1,2.4,D
-13.84888,40.40325,331.41,0.39,0.36,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,299.62,2.4,D
-12.25273,40.3327,331.58,0.39,0.36,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,297.26,3.28,D
-13.81509,40.53824,342.75,0.39,0.36,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,300.5,4.56,D
-13.81228,40.53411,346.69,0.39,0.36,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,301.87,5.46,D
-13.80379,40.50985,339.5,0.39,0.36,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,299.83,5.28,D
-13.77594,40.51285,340.05,0.39,0.36,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,297.53,6.17,D
-14.66361,34.06189,332.57,0.55,0.51,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,298.08,2.62,D
-13.77961,40.46549,331.5,0.39,0.36,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,299.49,2.79,D
-13.78015,40.46189,347.66,0.39,0.36,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,306.38,14.79,D
-13.78069,40.45829,335.63,0.39,0.36,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,304,14.79,D
-14.70276,33.70663,336.52,0.58,0.52,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,297.64,3.81,D
-14.65354,33.86834,332.93,0.57,0.52,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,298.55,3.67,D
-14.08273,37.87716,340.25,0.48,0.4,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,300.06,7.88,D
-14.08374,37.87864,334.01,0.48,0.4,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,300.46,9.11,D
-13.71296,40.3476,333.95,0.39,0.36,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,301.29,2.11,D
-14.75842,32.5381,329.71,0.35,0.57,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,295.31,1.52,D
-13.97995,38.27024,351.11,0.46,0.39,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,299.85,9.73,D
-13.61014,40.36101,334.88,0.39,0.36,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,301.43,4.59,D
-13.61068,40.3574,333.64,0.39,0.36,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,300.92,4.59,D
-14.72502,31.6905,329.67,0.4,0.6,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,298.42,5.71,D
-14.72544,31.68676,346.84,0.4,0.6,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,297.12,3.63,D
-13.50427,40.47329,346.86,0.39,0.36,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,301.42,4.17,D
-14.61783,31.74632,331.28,0.39,0.59,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,297.88,3.07,D
-14.59364,31.8104,340.3,0.39,0.59,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,297.2,3.36,D
-14.60202,31.6387,367,0.4,0.6,2026-06-08,1058,SNPP,SNPP,h,2.0NRT,298.31,9.87,D
-13.39151,40.12244,332.02,0.39,0.36,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,300.34,2.01,D
-13.18946,40.28328,332.7,0.39,0.36,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,301.04,2.37,D
-13.14402,39.96489,340.41,0.4,0.37,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,299.65,7.8,D
-13.64922,35.06573,340.07,0.46,0.47,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,298.65,2.8,D
-13.07248,37.39842,334.66,0.49,0.4,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,296.16,5.02,D
-13.07543,37.39522,329.57,0.49,0.4,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,295.88,4.99,D
-13.11432,37.01058,346.71,0.52,0.41,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,299.65,10.57,D
-12.78984,38.27975,338.39,0.44,0.39,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,298.79,4.68,D
-12.79043,38.27562,342.08,0.44,0.39,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,297.74,4.92,D
-12.41848,40.35516,339.91,0.39,0.36,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,300.07,3.95,D
-12.09391,39.24188,329.16,0.41,0.37,2026-06-08,1058,SNPP,SNPP,l,2.0NRT,299.32,3.28,D
-12.18584,38.55915,329,0.43,0.38,2026-06-08,1058,SNPP,SNPP,l,2.0NRT,300.49,3.4,D
-12.18234,38.55862,337.96,0.43,0.38,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,301.41,7.05,D
-12.2295,37.99506,329.52,0.45,0.39,2026-06-08,1058,SNPP,SNPP,l,2.0NRT,302.87,3.63,D
-12.2283,37.99567,333.11,0.45,0.39,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,302.58,3.69,D
-11.97852,39.2472,328.09,0.41,0.37,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,298.63,1.84,D
-11.98669,39.19135,333.04,0.41,0.37,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,294.79,5.46,D
-12.58835,34.8221,339.86,0.46,0.47,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,297.81,5.08,D
-12.57954,34.82147,329.25,0.46,0.47,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,294.38,3.32,D
-11.91469,39.51682,333.02,0.4,0.37,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,296.97,2.4,D
-12.50218,35.0296,345.64,0.45,0.47,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,294.14,9.88,D
-11.74817,39.50977,336.62,0.4,0.37,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,301.04,4.79,D
-11.7312,38.12238,334.45,0.44,0.38,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,297.81,6.33,D
-11.16939,39.29622,333.16,0.4,0.37,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,296.4,3,D
-12.25499,40.34033,343.33,0.39,0.36,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,297.79,5.49,D
-12.2566,40.32966,343.96,0.39,0.36,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,300.62,7.15,D
-12.25326,40.32914,349.73,0.39,0.36,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,298.79,4.75,D
-12.33535,39.18598,335.3,0.41,0.37,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,298.97,3.92,D
-12.17007,39.08077,331.29,0.41,0.37,2026-06-08,1058,SNPP,SNPP,n,2.0NRT,296.91,3.19,D
-25.93408,32.10123,337.14,0.54,0.68,2026-06-08,1234,SNPP,SNPP,n,2.0NRT,293.09,3.63,D
-25.93708,32.10244,333.31,0.54,0.68,2026-06-08,1234,SNPP,SNPP,n,2.0NRT,292.69,6.18,D
-22.88709,33.23737,327.54,0.73,0.76,2026-06-08,1236,SNPP,SNPP,n,2.0NRT,293.62,5.08,D
-15.49751,31.14311,326.3,0.79,0.78,2026-06-08,1238,SNPP,SNPP,n,2.0NRT,292.45,4.07,D
-24.47808,33.95672,298.98,0.58,0.7,2026-06-08,2208,SNPP,SNPP,n,2.0NRT,285.73,1.27,N
-16.19413,33.84015,302.4,0.38,0.58,2026-06-08,2346,SNPP,SNPP,n,2.0NRT,291.37,1.64,N
-16.19417,33.84233,300.68,0.38,0.58,2026-06-08,2346,SNPP,SNPP,n,2.0NRT,290.43,1.24,N
-16.12445,33.76431,303.01,0.37,0.58,2026-06-08,2346,SNPP,SNPP,n,2.0NRT,291.22,2.08,N
-15.88579,33.0234,300.57,0.33,0.55,2026-06-08,2346,SNPP,SNPP,n,2.0NRT,288.16,0.15,N
-19.04079,33.19591,296.91,0.37,0.58,2026-06-08,2348,SNPP,SNPP,n,2.0NRT,282.9,1.17,N
-19.04118,33.19962,302.32,0.37,0.58,2026-06-08,2348,SNPP,SNPP,n,2.0NRT,282.13,0.77,N
-26.39211,32.65094,301.23,0.41,0.61,2026-06-08,2350,SNPP,SNPP,n,2.0NRT,286.24,1,N
-25.78106,32.6176,297.02,0.4,0.6,2026-06-08,2350,SNPP,SNPP,n,2.0NRT,281.95,1.34,N
-23.87724,34.41798,327.66,0.67,0.74,2026-06-09,1036,SNPP,SNPP,n,2.0NRT,290.36,4.36,D
-13.41347,40.37448,336.19,0.42,0.45,2026-06-09,1038,SNPP,SNPP,n,2.0NRT,299.94,3.99,D
-19.60701,34.79718,326.2,0.58,0.7,2026-06-09,1038,SNPP,SNPP,n,2.0NRT,293.85,2.18,D
-19.53736,34.84234,340.52,0.57,0.69,2026-06-09,1038,SNPP,SNPP,n,2.0NRT,294.22,5.66,D
-18.75968,35.40766,337.66,0.52,0.67,2026-06-09,1038,SNPP,SNPP,n,2.0NRT,290.8,2.33,D
-18.2865,35.51564,331.02,0.5,0.66,2026-06-09,1038,SNPP,SNPP,n,2.0NRT,294.44,4.58,D
-18.28167,35.51433,336.68,0.5,0.66,2026-06-09,1038,SNPP,SNPP,n,2.0NRT,293.89,8.03,D
-18.32572,34.7202,328.75,0.57,0.69,2026-06-09,1038,SNPP,SNPP,n,2.0NRT,295.14,3.62,D
-17.96385,35.01817,335.54,0.54,0.68,2026-06-09,1038,SNPP,SNPP,n,2.0NRT,297.33,3.63,D
-17.94775,35.12125,367,0.53,0.67,2026-06-09,1038,SNPP,SNPP,h,2.0NRT,296.66,9.67,D
-17.85203,35.02789,325.09,0.53,0.67,2026-06-09,1038,SNPP,SNPP,l,2.0NRT,295.95,4.16,D
-17.8077,35.29605,328.17,0.51,0.66,2026-06-09,1038,SNPP,SNPP,n,2.0NRT,294.97,3.66,D
-17.70532,35.13014,367,0.52,0.67,2026-06-09,1038,SNPP,SNPP,h,2.0NRT,297.67,11.17,D
-17.70197,35.13178,345.25,0.52,0.67,2026-06-09,1038,SNPP,SNPP,n,2.0NRT,297.8,10.61,D
-17.54038,34.8591,336.02,0.54,0.68,2026-06-09,1038,SNPP,SNPP,n,2.0NRT,294.36,3.91,D
-17.57289,33.99043,334.86,0.62,0.71,2026-06-09,1038,SNPP,SNPP,n,2.0NRT,292.06,4.82,D
-17.57036,33.99139,331.02,0.62,0.71,2026-06-09,1038,SNPP,SNPP,n,2.0NRT,291.99,3.35,D
-17.46504,34.82555,326.54,0.55,0.68,2026-06-09,1038,SNPP,SNPP,n,2.0NRT,296.27,13.75,D
-17.46554,34.82035,335.62,0.55,0.68,2026-06-09,1038,SNPP,SNPP,n,2.0NRT,296.54,12.85,D
-17.45867,34.82493,352.26,0.55,0.68,2026-06-09,1038,SNPP,SNPP,n,2.0NRT,297.24,13.75,D
-17.45917,34.81975,356.47,0.55,0.68,2026-06-09,1038,SNPP,SNPP,n,2.0NRT,298.45,12.85,D
-17.4528,34.81911,327.92,0.55,0.68,2026-06-09,1038,SNPP,SNPP,n,2.0NRT,295.12,2.67,D
-17.50157,34.08013,353.41,0.61,0.71,2026-06-09,1038,SNPP,SNPP,n,2.0NRT,296.56,28.75,D
-17.40532,34.84568,329.92,0.54,0.68,2026-06-09,1038,SNPP,SNPP,n,2.0NRT,296.45,2.59,D
-17.43685,34.5019,339.03,0.57,0.69,2026-06-09,1038,SNPP,SNPP,n,2.0NRT,294.41,6.05,D
-17.43681,34.49937,343.9,0.57,0.69,2026-06-09,1038,SNPP,SNPP,n,2.0NRT,294.04,7.18,D
-17.41105,33.6901,367,0.65,0.73,2026-06-09,1038,SNPP,SNPP,h,2.0NRT,296.58,39.01,D
-17.41158,33.68395,367,0.65,0.73,2026-06-09,1038,SNPP,SNPP,h,2.0NRT,295.45,16.03,D
-17.41212,33.67781,330.78,0.65,0.73,2026-06-09,1038,SNPP,SNPP,n,2.0NRT,293.25,16.03,D
-17.41266,33.67164,334.84,0.65,0.73,2026-06-09,1038,SNPP,SNPP,n,2.0NRT,293.15,5.93,D
-17.40477,33.68335,331.2,0.65,0.73,2026-06-09,1038,SNPP,SNPP,n,2.0NRT,292.82,16.03,D
-17.40585,33.67101,337.47,0.65,0.73,2026-06-09,1038,SNPP,SNPP,n,2.0NRT,292.96,5.93,D
-17.41047,33.68775,367,0.65,0.73,2026-06-09,1038,SNPP,SNPP,h,2.0NRT,297.81,26.41,D
